subject,predicate,object
GIÃN PHẾ QUẢN,TREATED_BY,VACCINCE
ĐAU NGỰC,TREATED_BY,THUỐC
BẠCH HẦU,TREATED_BY,COMBE FIVE
VIRUS A,TREATED_BY,THUỐC CHỐNG LAO
NỔI MỀ ĐAY,TREATED_BY,BETIMOL
VIÊM GAN B,TREATED_BY,NGOẠI TRÚ
VÔ SINH,TREATED_BY,IUI
LAO HẠCH,TREATED_BY,CORTICOSTEROIDS
MÃN TÍNH,TREATED_BY,KHÁNG NGUYÊN
BIẾN CHỨNG,TREATED_BY,CHỮA TRỊ
DỊ ỨNG,TREATED_BY,KHÁNG NGUYÊN
DỊ ỨNG,TREATED_BY,MỔ ĐẺ
SUY BUỒNG TRỨNG,HAS_SYMPTOM,AMH
DỊ NGUYÊN,TREATED_BY,VẮC-XIN COVID-19
NHIỄM TRÙNG,TREATED_BY,THUỐC KHÁNG VIÊM KHÔNG STEROID
ĐẠI DỊCH,TREATED_BY,VACCIN
BỆNH LÝ,TREATED_BY,VITAMIN
VIÊM,TREATED_BY,PREDNISONE
LƯNG,HAS_SYMPTOM,THỞ KHÔNG SÂU
LAO THẬN,HAS_SYMPTOM,SỎI
BIẾN CHỨNG,TREATED_BY,ASTRA ZENNECA
RỐI LOẠN THẦN KINH,TREATED_BY,VACCINCE
SUY GIẢM MIỄN DỊCH,TREATED_BY,PHẪU THUẬT CẮT LÁCH
NIÊM MẠC,HAS_SYMPTOM,TÍM
ĐỔ MỒ,TREATED_BY,HÔI
BẦM MẮT,HAS_SYMPTOM,THAY ĐỔI TÍNH CÁCH
VIÊM KHỚP,TREATED_BY,VACCINCE
HOẠI TỬ,TREATED_BY,THUỐC CHỐNG ĐÔNG
DỊ ỨNG,TREATED_BY,CHẤT BẢO QUẢN TÔM
ANTIPHOT,TREATED_BY,VACCINCE
RÁT,HAS_SYMPTOM,TÊ CỨNG
HERPES ZOSTER,HAS_SYMPTOM,VIRURS
TRỐNG NGỰC ĐẬP MẠNH,TREATED_BY,KHÁNG SINH
DỊ ỨNG,TREATED_BY,ETHANOL
MŨI,HAS_SYMPTOM,ÊM AMIDAN
UỐN VÁN,TREATED_BY,VACEINE
TĂNG MEN GAN,TREATED_BY,VACCINCE
RỐI LOẠN RUỘT,TREATED_BY,DUNG DỊCH
RỐI LOẠN,HAS_SYMPTOM,LÂY LAN
MẤT NGỦ,TREATED_BY,THỰC PHẨM CHỨC NĂNG
SUYỄN,TREATED_BY,PHẤN HOA
HỘI CHỨNG CHẢY DỊCH,TREATED_BY,CHẤT NHẦY
VIÊM HANG VỊ,TREATED_BY,VACCINCE
BỆNH NỀN,TREATED_BY,VACCINCE
Ị DẠNG ĐỘNG TĨNH MẠCH MÀNG,HAS_SYMPTOM,Ị DẠNG ĐỘNG - TĨNH MẠCH
SỎI MẬT,TREATED_BY,VACCINCE
SỎI THẬN,TREATED_BY,VACCINCE
SIÊU VI B,TREATED_BY,VACCINCE
HEN PHẾ QUẢN,TREATED_BY,VACCINCE
UNG THƯ MÁU,TREATED_BY,VACCINCE
MẢNG DA NGỨA,TREATED_BY,CHẤT KÍCH THÍCH
DỊ ỨNG,TREATED_BY,VẮC-XIN COVID-19
NHIỄM TRÙNG,TREATED_BY,ARV
UNG THƯ NÃO,TREATED_BY,PHẪU THUẬT K
COVID,TREATED_BY,ESTROGEN
NHỊP THẤT NHANH,TREATED_BY,PHẪU THUẬT THAY VAN ĐỘNG
VI KHUẨN,TREATED_BY,UỐNG THUỐC
TIM MẠCH,HAS_SYMPTOM,CHẬM
ĐỘNG KINH,TREATED_BY,VACCINCE
TỔN THƯƠNG,TREATED_BY,THUỐC GIẢM ĐAU
HẮT XÌ HƠI,TREATED_BY,VACCINCE
COPD,TREATED_BY,VACCINCE
DỊ ỨNG,TREATED_BY,ĐIỀU TRI
BỆNH LÝ,TREATED_BY,THUỐC CHỐNG ĐÔNG MÁU
KHÓ NÓI CHUYỆN,TREATED_BY,NHẬP VIỆN
XUẤT HUYẾT,TREATED_BY,NHẬP VIỆN
GIẢM TRÍ NHỚ,TREATED_BY,THUỐC
IỆU CHỨNG MỀ ĐAY,TREATED_BY,VACCINCE
TIM ĐẬP NHANH,TREATED_BY,NHỔ
MẠCH MÁU,HAS_SYMPTOM,MÙ LÒA
VIÊM ĐA KHỚP,TREATED_BY,CANXI
FALLOT,TREATED_BY,PHẪU THUẬT K
UỐN VÁN,TREATED_BY,COMBE FIVE
MỀ ĐAY,HAS_SYMPTOM,SANG THƯƠNG
HỒI HỘP,TREATED_BY,XỬ TRÍ
RỐI LOẠN ĐÔNG,TREATED_BY,VACCINCE
VẾT THƯƠNG,TREATED_BY,VACCINCE
TĂNG MỠ MÁU,TREATED_BY,VACCINCE
MÁU,HAS_SYMPTOM,GIẢM
TĂNG TIỂU CẦU,TREATED_BY,VACCINCE
SỎI THẬN,TREATED_BY,THUỐC
RỐI LOẠN TIỀN ĐÌNH,TREATED_BY,VACCINCE
MỆT MỎI,HAS_SYMPTOM,NHIỄM KHUẨN
TRIỆU CHỨNG,TREATED_BY,KHÁNG NGUYÊN
NHIỄM TRÙNG MÁU,TREATED_BY,ĐIỀU. TRỊ
NHIỄM SẮC THỂ ĐỒ,TREATED_BY,PHOSPHOLIPID
RỐI LOẠN GIẤC NGỦ,TREATED_BY,VACCINCE
GIÁC,HAS_SYMPTOM,MÃN TÍNH
CHẬM,TREATED_BY,VACCINCE
SỨC,HAS_SYMPTOM,MỆT MỎI
DỊ ỨNG,TREATED_BY,HOÁ CHẤT
TÁC DỤNG PHỤ,HAS_SYMPTOM,GIẢM HUYẾT ÁP
BẠCH CẦU,TREATED_BY,ASTRA ZENNECA
SUY GIÁP,TREATED_BY,VACCINCE
BÌNH GIÁP,TREATED_BY,UỐNG THUỐC
SUY GIÁP,TREATED_BY,PHẪU THUẬT NỘI SOI
Ứ PHÂN,HAS_SYMPTOM,MÃN
VIÊM GAN B,TREATED_BY,XIN
THIẾU MÁU,TREATED_BY,VACCIN
CƠ XƯƠNG KHỚP,HAS_SYMPTOM,HIẾM MUỘN
TRIỆU CHỨNG,TREATED_BY,MỒ HÔI
XƠ CỨNG BÌ,TREATED_BY,THUỐC
HỘI CHỨNG,TREATED_BY,LATEX
CHẬM TIÊU,TREATED_BY,KẼM
ÂM ĐẠO,HAS_SYMPTOM,KINH
HO GÀ,TREATED_BY,COMBE FIVE
DỊ ỨNG,TREATED_BY,ACID URIC
HUYẾT ÁP,TREATED_BY,MỔ ĐẺ
RỐI LOẠN LO ÂU,TREATED_BY,VACCINCE
VIÊM DA CƠ ĐỊA,TREATED_BY,LATEX
PHÙ NI,TREATED_BY,VACCINCE
ĐA HẠT,TREATED_BY,PHẪU THUẬT K
RUN,TREATED_BY,TIỂU PHẪU
DỊ ỨNG,TREATED_BY,AMPESILIN
CML,TREATED_BY,VACCINCE
VẾT PHỒNG RỘP,TREATED_BY,NƯỚC ĐÁ
GIẢM Ý THỨC,HAS_SYMPTOM,RỐI LOẠN NHẬN THỨC
MÃN KINH,TREATED_BY,TOREMIFENE
SỢ HÃI,TREATED_BY,THUỐC CHỐNG CO GIẬT
VIÊM LOÉT,TREATED_BY,VACCINCE
TĂNG HUYẾT ÁP,TREATED_BY,VACCINCE
XƠ VỮA,TREATED_BY,VACCINCE
CHOLESTEROL,TREATED_BY,VACCINCE
THAI NGOÀI,TREATED_BY,CHỮA TRỊ
RỐI LOẠN NHỊP TIM,TREATED_BY,XIN
THÂN,HAS_SYMPTOM,TỔN THƯƠNG
HỘI CHỨNG ĐUÔI NGỰA,TREATED_BY,VACCINCE
SỢ HÃI,TREATED_BY,THUỐC CHỐNG TRẦM CẢM
TRIỆU CHỨNG,TREATED_BY,CAFFEINE
VIÊM,TREATED_BY,JEVAX
THOÁNG QUA,TREATED_BY,KHÁNG THỂ
VIÊM GIÁP,TREATED_BY,VACCINCE
TÁI PHÁT,TREATED_BY,CANXI
KỊCH PHÁT,TREATED_BY,VACCINE 19
BỆNH LÍ,TREATED_BY,VACCINCE
TÁI PHÁT,TREATED_BY,OXALAT
DỊ ỨNG,TREATED_BY,CHẤT PHỤ GIA
NHIỀU KINH,TREATED_BY,VACCINCE
STRESS,TREATED_BY,THUỐC
XƠ XẸP,TREATED_BY,VACCINCE
VIÊM DA CƠ ĐỊA,TREATED_BY,PHẤN HOA
NHỊP TIM NHANH,TREATED_BY,XỬ TRÍ
HEN PHẾ QUẢN,TREATED_BY,LATEX
SỎI GAN,TREATED_BY,VACCINCE
TÁC DỤNG PHỤ,TREATED_BY,VẮC XIN
TỔN THƯƠNG,HAS_SYMPTOM,THOÁT VỊ ĐĨA ĐỆM
HAI LÁ,TREATED_BY,KHÁNG ĐÔNG
NHẸ CÂN,TREATED_BY,KHOÁNG CHẤT
CHẤN THƯƠNG,TREATED_BY,THUỐC CHỐNG
ĐAU,TREATED_BY,NƯỚC TIỂU
DI CHỨNG,TREATED_BY,PHẪU THUẬT K
DỊ DẠNG,TREATED_BY,IUI
PHÌ ĐẠI,TREATED_BY,ĐIỀU. TRỊ
SỐC,TREATED_BY,VACCIN
ĐAU ĐẦU,TREATED_BY,VẮC XIN
HEMOPHILIA A,TREATED_BY,VACCINCE
MÀNG NHĨ,HAS_SYMPTOM,TRIỆU CHỨNG
HIB,TREATED_BY,COMBE FIVE
TUYẾN GIÁP,HAS_SYMPTOM,NHÚ
TIỀN ĐÌNH,HAS_SYMPTOM,MENIERE
HỘI CHỨNG THẬN HƯ,TREATED_BY,VACCINCE
ÂM ĐẠO,HAS_SYMPTOM,GIẢM
BẠI LIỆT,TREATED_BY,COMBE FIVE
HUYẾT ÁP,TREATED_BY,THUỐC KHÁNG ĐÔNG
NỔI MỀ ĐAY,HAS_SYMPTOM,KINH
BỤNG,HAS_SYMPTOM,PHẢN ỨNG PHỤ
SUYỄN,TREATED_BY,VACCINCE
DỊ ỨNG,TREATED_BY,SINH MỔ
VIRUS B,TREATED_BY,VACCINCE
SỎI THẬN,HAS_SYMPTOM,THỐNG KINH
ĐẠI TRÀNG,HAS_SYMPTOM,ĐI NGOÀI
TRIỆU CHỨNG,TREATED_BY,SINH MỔ
TRIỆU CHỨNG,TREATED_BY,DMARDS
NÓNG,TREATED_BY,VACCINCE
ĐAU,HAS_SYMPTOM,CẢM CÚM
TIM ĐẬP NHANH,TREATED_BY,THUỐC
BẠI LIỆT,HAS_SYMPTOM,HEM
NGẠT MŨI,HAS_SYMPTOM,CHẢY NƯỚC MŨI
KHIẾM THÍNH,TREATED_BY,VACCINCE
CƯỜNG GIÁP,TREATED_BY,VACCINCE
HẸP VAN,TREATED_BY,ĐÔNG
VI RÚT,TREATED_BY,CHẤT TẨY RỬA
TỔN THƯƠNG,HAS_SYMPTOM,KHỐI U CỘT SỐNG
Ứ CHỨNG FALLOS,HAS_SYMPTOM,SITUS
TÚYP,TREATED_BY,ISULIN
ZONA,HAS_SYMPTOM,VẾT ĐỎ
VIÊM,HAS_SYMPTOM,SUY THẬN
TRĨ,TREATED_BY,PHẪU THUẬT K
CHẢY MÁU,HAS_SYMPTOM,QUAN HỆ
ĐAU BỤNG,TREATED_BY,MỸ PHẨM
BỆNH LÝ,TREATED_BY,XIN
TIỂU L,HAS_SYMPTOM,TIỂU LẮT NHẮT
MÃN TÍNH,TREATED_BY,CLOPROMAZIN
TỨC NGỰC,TREATED_BY,THUỐC
MỆT MỎI,TREATED_BY,TINH DẦU
BẠCH HUYẾT,HAS_SYMPTOM,HỘI CHỨNG SƯNG HẠCH BẸN
THOÁI HÓA KHỚP,TREATED_BY,VACCINCE
XƯỚC,TREATED_BY,VACCINCE
VIÊM NHIỄM,HAS_SYMPTOM,NGỨA NHIỀU
TIẾT NIỆU,HAS_SYMPTOM,NHIỄ
TIM,HAS_SYMPTOM,TẮC MẠCH PHỔI
HỘI CHỨNG,TREATED_BY,IMMUN
CHÁN ĂN,TREATED_BY,KẼM
MỤN NƯỚC NGỨA,TREATED_BY,CHẤT LỎNG
KHÓ ĐÔNG,TREATED_BY,VITAMIN K
UNG THƯ NÃO,TREATED_BY,HÓA TRỊ
TẮC MẠCH MÁU,TREATED_BY,ĐIỀU. TRỊ
RỤNG TRỨNG,TREATED_BY,THUỐC GIẢM ĐAU
KHÁNG THUỐC,TREATED_BY,KHÁNG SINH
TỔN THƯƠNG,HAS_SYMPTOM,HẸP CỘT SỐNG
COVID,TREATED_BY,VACXIN
HEN PHẾ QUẢN,TREATED_BY,NHẬP VIỆN
UỐN VÁN,TREATED_BY,SANOFI
HBV,TREATED_BY,HUYẾT THANH U
COV2,TREATED_BY,XIN
ĐAU BỤNG,TREATED_BY,VACCINCE
TINH DỊCH,HAS_SYMPTOM,RỐI LOẠN SINH TINH
ĐẦY HƠI,TREATED_BY,URE
DỊ ỨNG,TREATED_BY,BETA LACTAM
DỊ ỨNG DA,TREATED_BY,ASTRAZENACA
DI TRUYỀN,TREATED_BY,PROTEIN S ACTIVITY
ĐA NANG,TREATED_BY,IUI
MẮC BỆNH LÝ,TREATED_BY,VACCINCE
ANG,TREATED_BY,THUỐC
BUỒN NÔN,TREATED_BY,CẢI THIỆN
TAI BIẾN,TREATED_BY,PHẪU THUẬT K
ĐAU QUẶN BỤNG,TREATED_BY,NHẬP VIỆN
PARKINSON,TREATED_BY,VACCINCE
ĐẠI TIỆN,HAS_SYMPTOM,NHIỄM TRÙNG
HỌNG,HAS_SYMPTOM,KHÀN TIẾNG
DỊ ỨNG,TREATED_BY,KẼM
VIÊM MÀNG,TREATED_BY,VACCINCE
MÃN TÍNH,TREATED_BY,CẢI THIỆN
VẾT SƯNG MUỖI ĐỐT,TREATED_BY,CETIRIZINE
RÁT,HAS_SYMPTOM,HẮT HƠI
CHẤN THỦY,HAS_SYMPTOM,TRÀO NGƯỢC THỨC ĂN
VIÊM MŨI,TREATED_BY,SINH MỔ
VIÊM KẾT MẠC,TREATED_BY,SINH MỔ
HỘI CHỨNG RUỘT,TREATED_BY,VACCINCE
MẮT,HAS_SYMPTOM,BASEDOW LỒI MẮT
HỘI CHỨNG,TREATED_BY,VACCINCE
TĂNG CÂN,HAS_SYMPTOM,KINH
NỔI MÀY ĐAY,TREATED_BY,PROTEIN
TAI NẠN,TREATED_BY,VACCINCE
KHÁT NƯỚC,HAS_SYMPTOM,ĐAU ĐẦU
ĐAU,TREATED_BY,NHẬP VIỆN
RỐI LOẠN SINH TINH,TREATED_BY,HORMONE
ĐAU,TREATED_BY,NỘI KHOA
GIÃN TĨNH MẠCH CHÂN,TREATED_BY,VACCINCE
VẾT MỔ,TREATED_BY,THUỐC TIÊM
HỘI CHỨNG,HAS_SYMPTOM,GUILLAIN-BARRÉ
XOANG,HAS_SYMPTOM,150
TIM MẠCH,HAS_SYMPTOM,CĂNG THẲNG
ĐAU QUẶN,HAS_SYMPTOM,VIÊM
THOÁI HÓA XƯƠNG KHỚP,TREATED_BY,VACCINCE
KHỐI U,TREATED_BY,TNF
VIÊM TAI GIỮA,TREATED_BY,XIN
DI CHỨNG,TREATED_BY,VACCINCE
CO THẮT,TREATED_BY,VACCINCE
CƠ THỂ,HAS_SYMPTOM,LOÃNG ĐỜM
VIÊM,TREATED_BY,ACID URIC
VẾT RÁCH,TREATED_BY,PRP
RỐI LOẠN LO ÂU,TREATED_BY,CHẤT BẢO QUẢN TÔM
VIÊM GAN,TREATED_BY,XIN
TÁI PHÁT,HAS_SYMPTOM,HUYẾT KHỐI TĨNH MẠCH SÂU
THALASMESIA,TREATED_BY,VACCINCE
RỐI LOẠN GEN,TREATED_BY,VACCINCE
SÚT CÂN,TREATED_BY,ĐIỀU. TRỊ
THOÁI HÓA,HAS_SYMPTOM,RỐI LOẠN LO ÂU
TIỂU ĐƯỜNG,TREATED_BY,NGOẠI KHOA
BỆNH MẠCH VÀNH,TREATED_BY,MỔ BẮC CẦU
NỔI HẠCH,TREATED_BY,VACCINCE
HỘI CHỨNG,TREATED_BY,CHẤT NHẦY
HAY BỊ CHOÁNG,TREATED_BY,VACCINCE
TÊ TỦY,HAS_SYMPTOM,KHÓ TIỂU
ĐAU ĐẦU,TREATED_BY,DƯỠNG CHẤT
POLYP TÚI,TREATED_BY,PHẪU THUẬT POLYP TÚI
HO CÓ ĐỜM,HAS_SYMPTOM,ĂN KHÔNG NGON
ĐAU,TREATED_BY,HORMONE
THIẾU HỤT,TREATED_BY,THIAMINE
HỘI CHỨNG THẬN HƯ,TREATED_BY,PROTEIN
TIỀN SẢN GIẬT,TREATED_BY,PHẪU THUẬT K
VIÊM MÀNG NÃO,TREATED_BY,HORMONE
GIẢM,HAS_SYMPTOM,TRÍ NHỚ
TÁC DỤNG PHỤ,TREATED_BY,LEVOFLOXACIN
HÔN MÊ,HAS_SYMPTOM,TÁC DỤNG PHỤ
KHỐI U,TREATED_BY,INFLIXIMAB
MẤT NƯỚC,TREATED_BY,METFORMIN
ĐỘT QUỴ,TREATED_BY,VACCINCE
CẢM LẠNH,TREATED_BY,KHÁNG SINH
BUỒN ÓI,TREATED_BY,UỐNG THUỐC
NHIỄM TRÙNG,TREATED_BY,MỔ HỞ
NHỨC MỎI,TREATED_BY,VACCINCE
NHỊP TIM NHANH,TREATED_BY,PHẪU THUẬT K
VIÊM PHỔI,TREATED_BY,XIN
BỆNH NỀN,TREATED_BY,VACXIN
COVID,TREATED_BY,DELTA PLUS
THOÁT VỊ ĐĨA ĐỆM,HAS_SYMPTOM,KHỐI U CỘT SỐNG
DEMODEX,HAS_SYMPTOM,VIÊM DA
AMIĐAN,TREATED_BY,GÂY MÊ
MẮC BỆNH,HAS_SYMPTOM,BỆNH ĐỘNG MẠCH NGOẠI BIÊN
BỆNH MỀ ĐAY,TREATED_BY,VACCINCE
RỤNG LÔNG MÀY,HAS_SYMPTOM,NG TÓC
NỔI MỀ ĐAY,TREATED_BY,MỸ PHẨM
LƯỠI,HAS_SYMPTOM,KHÔN
PID,HAS_SYMPTOM,CHẢY MÁU
BUỒN NÔN,HAS_SYMPTOM,VI KHUẨN
CÓ THAI,HAS_SYMPTOM,KHÔNG
ĐAU,TREATED_BY,MỔ TRĨ
HANG,TREATED_BY,VACCINCE
CHẢY MÁU,TREATED_BY,PHẪU THUẬT K
VIÊM ĐA KHỚP DẠNG THẤP,TREATED_BY,HCQ
VIÊM NHIỄM,TREATED_BY,THUỐC TRÁNH THAI
CHÂN TAY,HAS_SYMPTOM,CẢM CÚM
VIRURS,TREATED_BY,WISTAR
RỐI LOẠN NHỊP TIM,HAS_SYMPTOM,CO THẮT CƠ BẮP
BONG TRÓC,TREATED_BY,SALICYLIC ACID
ĐAU BỤNG,HAS_SYMPTOM,ĐAU ĐẦU
NÓNG SỐT,TREATED_BY,KHÁNG NGUYÊN
NG PHÙ,TREATED_BY,VACCINCE
TẮC PHỔI,HAS_SYMPTOM,HUYẾT KHỐI TĨNH MẠCH SÂU
SIÊU VI C,TREATED_BY,VACCINCE
NGỨ,TREATED_BY,ĐIỀU. TRỊ
VIÊM DÍNH,TREATED_BY,PHẪU THUẬT K
NHIỄM KHUẨN,HAS_SYMPTOM,KHÓ THỞ
ỐC PHẢN,TREATED_BY,NỌC CÔN TRÙNG
SUY NHƯỢC CƠ THỂ,TREATED_BY,VACCINCE
110,TREATED_BY,VACCINCE
CHẤN THỦY,HAS_SYMPTOM,Ợ CHUA
TÁI PHÁT,TREATED_BY,CHỮA LÀNH
TÁI PHÁT,TREATED_BY,PHẤN HOA
NHỊP XOANG NHANH,TREATED_BY,ĐIỀU. TRỊ
MẪN CẢM,TREATED_BY,TÁ DƯỢC
DI TRUYỀN,TREATED_BY,VACCINCE
UNG THƯ GIÁP,TREATED_BY,VACCINCE
KHÓ NGỦ,TREATED_BY,KEM DƯỠNG
PHÙ,HAS_SYMPTOM,TỤ DỊCH
HIB,TREATED_BY,SANOFI
HỘP,HAS_SYMPTOM,HẸP
VIÊM ĐA KHỚP DẠNG THẤP,TREATED_BY,CANXI
ĐÙI,HAS_SYMPTOM,TÁI XANH
COVID,TREATED_BY,VACCINCE
CHẢY MŨI,TREATED_BY,VACCINCE
TĂNG ĐÔNG MÁU,TREATED_BY,PROTEIN S ACTIVITY
SƯNG PHÙ MẶT,TREATED_BY,VACCINCE
VIÊM ĐA KHỚP,TREATED_BY,VACCINCE
NHỊP THẤT NHANH,TREATED_BY,CẤY GHÉP
BẠCH HẦU,TREATED_BY,SANOFI
LAO HẠCH,TREATED_BY,VACCINCE
NỔI MẪN ĐỎ,TREATED_BY,NHẬP VIỆN
KHÓ THỞ,TREATED_BY,OXY
BEAG,HAS_SYMPTOM,MÃN TÍNH
VIÊM TAI GIỮA,TREATED_BY,VACCINCE
TÁC DỤNG PHỤ,TREATED_BY,SULFATE
PHỔI,HAS_SYMPTOM,TẾ BÀO UNG THƯ
VẾT THƯƠNG,TREATED_BY,PRP
QUAI BỊ,TREATED_BY,MỔ MICRO TESE
HO GÀ,TREATED_BY,SANOFI
TIM ĐẬP NHANH,TREATED_BY,VACCINCE
HIẾM MUỘN,TREATED_BY,VẾT MỔ
TỤT HUYẾT ÁP,TREATED_BY,VACCINCE
ÂU LO,TREATED_BY,VACCINCE
BỆNH XƯƠNG KHỚP,TREATED_BY,VACCINCE
NHÂN XƠ TỬ CUNG,TREATED_BY,THUỐC
CHẢY MÁU,TREATED_BY,XỬ TRÍ
CHÂN TRÁI,HAS_SYMPTOM,THẦN KINH TỌA
DỊ HỢP,TREATED_BY,GIẢI PHẪU
NÔN TRỚ,TREATED_BY,ĐIỀU. TRỊ
HẸP CỘT SỐNG,HAS_SYMPTOM,KHỐI U CỘT SỐNG
HUYẾT KHỐI TĨNH MẠCH SÂU,TREATED_BY,ĐIỀU. TRỊ
NỘI TIẾT TỐ,HAS_SYMPTOM,RỐI LOẠN
TỔN THƯƠNG,TREATED_BY,BỘT
BUỒN NÔN,TREATED_BY,NHẬP VIỆN
MỠ MÁU,TREATED_BY,VACXIN
TẾ BÀO GỐC,HAS_SYMPTOM,BIẾN CHỨNG
ĐAU BỤNG,TREATED_BY,CẢI THIỆN
NỔI MẨN NGỨA,TREATED_BY,VACCINCE
HEN PHẾ QUẢN,TREATED_BY,VACCINCE
UNG THƯ CỔ TỬ CUNG,TREATED_BY,KHÁNG THỂ
ĐỨT GÂN,HAS_SYMPTOM,THAY ĐỔI
GIÃN TĨNH MẠCH,TREATED_BY,VACCINCE
TINH TRÙNG,HAS_SYMPTOM,HỘI CHỨNG
VIÊM,HAS_SYMPTOM,CẢM THƯỜNG
VIÊM DA CƠ ĐỊA,TREATED_BY,VACCINCE
BẠI LIỆT,TREATED_BY,SANOFI
THIỂU NĂNG,HAS_SYMPTOM,HOÃN
CẢM LẠNH,TREATED_BY,THẢO DƯỢC
LOÃNG XƯƠNG,TREATED_BY,CALCI
CAO HUYẾT ÁP,TREATED_BY,THỰC PHẨM CHỨC NĂNG
RỐI LOẠN MỠ MÁU,TREATED_BY,VACCINCE
DA KHÔ,TREATED_BY,CẢI THIỆN
KHOA,HAS_SYMPTOM,CỤC MÁU ĐEN
VIÊM NẤM,TREATED_BY,ĐIỀU. TRỊ
XƯƠNG HÀM,HAS_SYMPTOM,HÔ XƯƠNG
NGÓN TAY,HAS_SYMPTOM,CHẢY
HỘI CHỨNG VIÊM,TREATED_BY,HORMONE
THIẾU MÁU CỤC BỘ,HAS_SYMPTOM,NYHA
RUNG NHĨ,TREATED_BY,PHẪU THUẬT THAY VAN ĐỘNG
LÚ LẪN,TREATED_BY,MỔ U ĐỈNH
KHỐI LẠC,TREATED_BY,ĐIỀU. TRỊ
DỊ NGUYÊN,TREATED_BY,MỸ PHẨM
KHÓ THỞ,TREATED_BY,PHẤN HOA
TYPE,TREATED_BY,VACCINE 19
BỆNH VIÊM CỘT SỐNG DÍNH KHỚP,TREATED_BY,VACCINCE
TÚI,HAS_SYMPTOM,VIÊM
HẸP MẠCH VÀNH 98,TREATED_BY,VACCINCE
DỊ ỨNG,TREATED_BY,HỢP CHẤT
PHÌNH GIÁP ĐA HẠT,TREATED_BY,VACCINCE
KHÓ THỞ,TREATED_BY,TIỂU PHẪU
ĐAU QU,HAS_SYMPTOM,RỐI LOẠN CHI
BỆNH MẠCH VÀNH,TREATED_BY,VACCINCE
UỐN,HAS_SYMPTOM,CHÓNG MẶT
TÊ NGỨA,TREATED_BY,HORMONE
TRẦM CẢM,TREATED_BY,VACCINCE
LUPUS,TREATED_BY,PROTEIN NT
NHIỄM KHUẨN,TREATED_BY,NGOẠI KHOA
TÊ CỨNG,HAS_SYMPTOM,MỎI
HỘI CHỨNG BUỒNG,HAS_SYMPTOM,ĐA NANG
BỆNH NỀN,TREATED_BY,MỒ HÔI
ĐAU THẮT NGỰC,TREATED_BY,PHẪU THUẬT K
BỊ BỆNH NỀN,TREATED_BY,VACCINCE
DỊ ỨNG,TREATED_BY,CHẤT BẢO QUẢN
RỐI LOẠN CƯƠNG,TREATED_BY,CHỮA TRỊ
DỊ CẢM,TREATED_BY,THUỐC BỔ TRỢ
NỔI MÀY ĐAY MẨN NGỨA,TREATED_BY,VACCINCE
XÂY XẨM MẶT,TREATED_BY,THUỐC
MẮC BỆNH VẢY NẾN,TREATED_BY,VACCINCE
TỤT HUYẾT ÁP,TREATED_BY,IỐT
CHẬM,TREATED_BY,GLYCOGEN
DỊ ỨNG,TREATED_BY,MỸ PHẨM
CĂNG,TREATED_BY,VACCINCE
TIỂU ĐƯỜNG,TREATED_BY,LỢI TIỂU
DỊ ỨNG DA,TREATED_BY,PHẤN HOA
TIỂU ĐƯ,HAS_SYMPTOM,ĐAU
TẮC NGHẼN,HAS_SYMPTOM,Ứ ĐỌNG CHẤT NHẦY
TẾ BÀO,HAS_SYMPTOM,CLD
YẾU,TREATED_BY,VIÊN NÉN
BỆNH TỔ ĐỈA,TREATED_BY,CHẤT LỎNG
ĐAU NHỨC ĐẦU,TREATED_BY,THUỐC GIẢM ĐAU
LƯNG,HAS_SYMPTOM,IỆU CHỨNG
NGỨA,TREATED_BY,NHẬP VIỆN
LAO MÀNG PHỔI,TREATED_BY,VACCINCE
CỨNG LƯỠI,TREATED_BY,NHẬP VIỆN
TĂNG HUYẾT ÁP,TREATED_BY,VẮC-XIN
DỊ ỨNG,TREATED_BY,NƯỚC HOA QUẢ
TRÀ,HAS_SYMPTOM,GERD
HỒNG,HAS_SYMPTOM,THIẾU
MỜ MẮT,TREATED_BY,PHẪU THUẬT K
VẾT THƯƠNG,HAS_SYMPTOM,DỊ VẬT
XOANG,HAS_SYMPTOM,PHÙ NỀ
VẾT,TREATED_BY,NITƠ
RỐI LOẠN THỊ GIÁC,TREATED_BY,VACCINCE
GEN,HAS_SYMPTOM,BẨM SINH
TÁC DỤNG PHỤ,TREATED_BY,VITAMIN
NHỨC,TREATED_BY,DẦU CÁ
RỐI LOẠN CHỨC NĂNG,TREATED_BY,VACCINCE
NHỊP TIM NHANH,TREATED_BY,CONCOR
MŨI,HAS_SYMPTOM,COV-2
THẤP,TREATED_BY,VACCINCE
VIÊM BÀNG QUANG KẼ,TREATED_BY,VACCINCE
COVID,HAS_SYMPTOM,CKD
VIÊM GAN,TREATED_BY,VACXIN
BỤNG,HAS_SYMPTOM,BIẾN THỂ LAO
GÂN GÓT CHÂN,HAS_SYMPTOM,ẾN CHỨNG
TỬ VONG,TREATED_BY,NUCLEOSIDE
ĐAU,TREATED_BY,SẮT
DỊ ỨNG,TREATED_BY,CIPROFLOXASCIN
ĐAU,HAS_SYMPTOM,THỪA
TRIỆU CHỨNG,TREATED_BY,GHRELIN
VIÊM GAN,TREATED_BY,VACCINCE
ĐAU THẮT NGỰC,TREATED_BY,GLU
TRÀO NGƯỢC ĂN MÒN,TREATED_BY,CHỮA LÀNH
